epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,133.135,2.52302,1.88642,1.04099,0.49131,0.33431,0.30095,0.13341,2.43119,1.85321,1.01912,0.000475629,0.000475629,0.000475629
2,261.841,2.59987,1.92317,1.05278,0.24668,0.30842,0.15557,0.06395,2.69831,2.51321,1.08535,0.000928401,0.000928401,0.000928401
3,390.61,2.6341,1.98469,1.05452,0.18628,0.29033,0.11766,0.04864,2.98721,3.76981,1.24026,0.00135759,0.00135759,0.00135759
4,519.314,2.61424,1.96766,1.05983,0.22732,0.30898,0.19654,0.08388,2.63618,3.01117,1.09355,0.0013229,0.0013229,0.0013229
5,647.733,2.6018,1.94881,1.05008,0.45883,0.3455,0.30646,0.13233,2.46853,1.82342,1.0323,0.00128753,0.00128753,0.00128753
6,776.283,2.55433,1.89336,1.04119,0.58875,0.34595,0.29694,0.12726,2.41858,1.94023,1.03837,0.00125216,0.00125216,0.00125216
7,904.805,2.49147,1.83759,1.03299,0.32381,0.32317,0.18393,0.07989,2.59738,2.76191,1.0964,0.00121679,0.00121679,0.00121679
8,1033.33,2.48755,1.82117,1.02454,0.35498,0.35534,0.2854,0.12801,2.51117,1.95718,1.06386,0.00118143,0.00118143,0.00118143
9,1161.73,2.44214,1.80409,1.02056,0.41612,0.373,0.30706,0.13506,2.32575,1.82033,1.0074,0.00114606,0.00114606,0.00114606
10,1290.44,2.46243,1.78747,1.0207,0.48317,0.3553,0.32768,0.14261,2.34111,1.69234,1.01063,0.00111069,0.00111069,0.00111069
11,1418.96,2.40597,1.77221,1.01583,0.35164,0.38408,0.32339,0.14398,2.32431,1.74377,1.00452,0.00107532,0.00107532,0.00107532
12,1547.46,2.38971,1.73374,1.01151,0.44533,0.37413,0.34024,0.15087,2.26634,1.70358,0.99403,0.00103995,0.00103995,0.00103995
13,1676.03,2.36593,1.74226,1.00621,0.36448,0.37189,0.29722,0.12982,2.29526,1.82841,1.00964,0.00100459,0.00100459,0.00100459
14,1804.47,2.36048,1.70985,1.00137,0.40143,0.39238,0.32429,0.14328,2.2604,1.65792,0.9816,0.000969219,0.000969219,0.000969219
15,1932.12,2.32921,1.66663,0.99584,0.30741,0.3564,0.19798,0.08137,2.40107,2.13715,1.04489,0.000933851,0.000933851,0.000933851
16,2059.75,2.33316,1.66638,1.002,0.54284,0.40997,0.35297,0.15735,2.21167,1.62895,0.98044,0.000898484,0.000898484,0.000898484
17,2188.51,2.28821,1.66677,0.99104,0.46115,0.38157,0.32652,0.15157,2.2396,1.69729,0.98991,0.000863116,0.000863116,0.000863116
18,2316.08,2.28436,1.65694,0.98586,0.37781,0.39892,0.29889,0.13317,2.23598,1.79586,0.99608,0.000827748,0.000827748,0.000827748
19,2448.05,2.27342,1.62329,0.98506,0.51482,0.37728,0.35047,0.16374,2.19582,1.6127,0.98281,0.00079238,0.00079238,0.00079238
20,2576.77,2.25494,1.60874,0.98225,0.47874,0.42455,0.36579,0.16791,2.16399,1.59523,0.97417,0.000757013,0.000757013,0.000757013
21,2704.5,2.24352,1.60415,0.97562,0.42051,0.42099,0.35479,0.16634,2.17053,1.63912,0.97857,0.000721645,0.000721645,0.000721645
22,2830.52,2.23663,1.60265,0.97862,0.45439,0.39521,0.3367,0.15277,2.2057,1.68325,0.98612,0.000686277,0.000686277,0.000686277
23,2956.85,2.22451,1.57592,0.97826,0.51831,0.39839,0.36829,0.16984,2.14693,1.58039,0.96891,0.000650909,0.000650909,0.000650909
24,3083.15,2.20617,1.57376,0.97092,0.46554,0.40501,0.37072,0.17254,2.13566,1.57522,0.96962,0.000615542,0.000615542,0.000615542
25,3209.43,2.1634,1.53044,0.96506,0.46765,0.42914,0.3722,0.16877,2.12728,1.57542,0.97124,0.000580174,0.000580174,0.000580174
26,3335.59,2.17469,1.53129,0.96319,0.43497,0.42011,0.36481,0.16571,2.1506,1.59654,0.97416,0.000544806,0.000544806,0.000544806
27,3461.62,2.17642,1.53516,0.95864,0.43872,0.41248,0.36463,0.16271,2.11038,1.57859,0.96621,0.000509438,0.000509438,0.000509438
28,3587.6,2.15818,1.52679,0.96276,0.49057,0.41938,0.37145,0.17481,2.11006,1.54681,0.96177,0.000474071,0.000474071,0.000474071
29,3714.51,2.13926,1.5027,0.95715,0.48242,0.41708,0.37822,0.17114,2.10237,1.55388,0.96657,0.000438703,0.000438703,0.000438703
30,3840.72,2.10226,1.49222,0.96014,0.50976,0.43102,0.3904,0.18096,2.05949,1.5185,0.96014,0.000403335,0.000403335,0.000403335
31,3979.11,2.05587,1.49914,0.97481,0.46242,0.42906,0.37673,0.17034,2.10301,1.52139,0.96578,0.000367967,0.000367967,0.000367967
32,4104.87,2.04659,1.4734,0.97408,0.48869,0.43894,0.38359,0.17423,2.08924,1.5075,0.96072,0.0003326,0.0003326,0.0003326
33,4230.72,2.01663,1.44888,0.96632,0.49501,0.42896,0.38307,0.17344,2.08829,1.50377,0.96091,0.000297232,0.000297232,0.000297232
34,4356.54,1.99975,1.43445,0.96214,0.49692,0.43968,0.40601,0.18789,2.04099,1.48299,0.95194,0.000261864,0.000261864,0.000261864
35,4482.42,1.99827,1.42749,0.965,0.51671,0.443,0.39842,0.18013,2.04759,1.48136,0.95341,0.000226497,0.000226497,0.000226497
36,4608.22,1.98631,1.41927,0.96005,0.51536,0.42947,0.39968,0.17459,2.0502,1.4729,0.95139,0.000191129,0.000191129,0.000191129
37,4733.99,1.97107,1.42352,0.95584,0.49577,0.45148,0.39343,0.18299,2.03156,1.47917,0.95087,0.000155761,0.000155761,0.000155761
38,4860.36,1.96332,1.41967,0.95356,0.49935,0.45285,0.39924,0.1828,2.02856,1.47209,0.95103,0.000120393,0.000120393,0.000120393
39,4986.42,1.95664,1.40425,0.95444,0.50216,0.45127,0.40263,0.18483,2.03389,1.47802,0.94976,8.50255e-05,8.50255e-05,8.50255e-05
40,5112.46,1.93191,1.38868,0.94704,0.50406,0.43818,0.39751,0.18395,2.02608,1.48135,0.95002,4.96578e-05,4.96578e-05,4.96578e-05
